;CAC40;10y;ACCOR;AIR LIQUIDE;AIRBUS GROUP;ALSTOM;ARCELORMITTAL;AXA;BNP PARIBAS;BOUYGUES;CAP GEMINI;CARREFOUR;CREDIT AGRICOLE;DANONE;ENGIE;ESSILOR INTL.;KERING;KLEPIERRE;L'OREAL;LAFARGEHOLCIM;LEGRAND;LVMH;MICHELIN;NOKIA;ORANGE;PERNOD-RICARD;PEUGEOT;PUBLICIS GROUPE;RENAULT;SAFRAN;SAINT GOBAIN;SANOFI;SCHNEIDER ELECTRIC SE;SOCIETE GENERALE;SOLVAY;TECHNIP;TOTAL;UNIBAIL-RODAMCO;VALEO;VEOLIA ENVIRONNEMENT;VINCI;VIVENDI
30/12/2005;4715.23;3.3;31.778;52.0264;31.9;24.31;16.4858;26.1269;65.9135;41.3;33.91;34.5762;24.1584;41.6368;24.76;34.1;93.5388;25.7106;62.8;76.717;NA;67.6371;45.8772;15.45;20.99;56.79;31.0188;29.4;68.9;20.2;45.6521;74;37.2268;91.5663;87.4991;50.8;52.3562;98.6507;31.41;37.6008;35.6639;25.6064
02/01/2006;4754.92;3.335;32.079;52.4426;31.95;24.365;17.1414;26.4624;66.1546;41.19;34.12;34.8121;24.3944;42.0142;24.82;34.375;93.3914;25.6296;63.35;76.717;NA;68.4932;45.9931;15.51;21.21;56.9827;32.0061;29.4;71.4;20.5;45.743;75.3;37.4245;91.2138;88.016;51.75;52.7509;99.3529;31.73;37.827;35.713;25.7419
03/01/2006;4776.98;3.326;32.4141;53.5951;32.22;24.55;16.5742;26.4815;66.4922;40.86;34.38;35.179;24.5215;41.7783;25.6;34.15;93.1456;25.662;62.6;77.875;NA;68.6735;46.254;15.54;21.26;57.9459;32.4838;29.83;71.75;20.55;46.1518;75.3;37.2268;91.4781;89.2848;52.45;53.1703;101.0205;31.74;38.3973;36.0321;25.5387
04/01/2006;4838.52;3.274;32.934;53.6912;32.03;26.6;16.5889;27.1429;68.0833;41.12;35.35;35.808;24.8483;41.6604;25.91;33.5;93.0473;25.889;63.05;78.303;NA;69.6198;46.5052;15.8;21.7;57.8688;32.3564;29.88;70.9;20.67;46.3789;77.25;38.4867;93.417;89.8957;53.65;52.9977;101.8104;31.69;38.7415;35.983;25.7806
05/01/2006;4835.09;3.27;32.6262;53.371;31.76;26.3;16.3753;27.0662;67.8905;41.53;37.56;35.7119;25.2387;41.2594;25.65;33.9;93.0473;26.5861;62.8;77.917;NA;69.4846;47.056;16.05;21.78;57.0212;31.9424;30.2;70.2;20.71;46.5152;78.05;38.3878;93.3289;89.7077;53.2;52.8743;102.7758;31.4;38.3383;35.0258;25.6161
06/01/2006;4867.15;3.258;33.5222;53.4671;31.7;27;16.5005;27.2579;68.0351;42.68;38.27;36.0089;25.1661;41.6368;25.74;33.9;92.4083;26.2618;63.2;78.946;NA;69.4846;47.6744;16.05;21.87;57.0983;31.5475;30.47;71.65;20.76;47.0149;78.4;38.6349;94.2102;89.3788;53.8;53.5405;102.688;31.46;38.122;35.2221;25.6355
09/01/2006;4875.09;3.257;34.042;52.8908;31.37;27.05;17.3476;26.7978;68.5655;43.08;37.96;36.0089;25.2932;41.3537;25.61;34.025;96.9304;26.0511;63.3;78.86;NA;69.5296;47.742;16.18;21.8;57.4065;32.1653;30.98;73.2;20.77;46.7878;78.8;38.4867;93.8577;87.4991;53.9;53.9846;101.9859;32.2;37.6697;34.9276;25.7806
10/01/2006;4861.93;3.283;34.3361;52.6987;30.94;27.4;17.2887;26.2899;68.4209;43.11;37.46;35.8866;25.2478;41.2594;25.67;34.2;96.5372;26.0673;64.05;78.389;NA;69.1241;48.5053;15.91;21.62;56.6359;32.4519;30.98;73.65;20.71;46.7878;78.4;38.6596;93.417;87.3111;54.3;53.9846;101.3715;32.05;37.945;36.0812;25.5484
11/01/2006;4890.49;3.298;34.2335;52.9228;31.63;28.675;17.4729;26.0694;69.337;43.65;37.16;35.8167;25.4203;41.5424;25.65;34.575;96.5372;26.0511;65.15;79.117;NA;69.6648;48.9884;15.71;21.67;56.7515;31.5921;30.98;73.3;21.05;47.242;78.6;39.4007;95.0915;88.016;54.55;54.0833;103.0391;32.27;38.3088;37.873;25.7806
12/01/2006;4890.24;3.263;33.8368;53.6592;31.89;28.25;17.436;26.3378;70.446;43.86;37.88;34.9868;25.7017;41.448;25.71;34.975;96.6846;26.2132;64.6;80.06;NA;70.2506;49.4716;15.63;19.94;57.2909;31.0379;31.16;73.25;21.7;47.3329;78.2;39.4995;95.3558;87.5931;56.45;55.0455;104.1801;33.19;38.2596;37.3084;25.6935
13/01/2006;4850.53;3.263;33.2349;53.0509;31.63;28.15;17.1193;25.9736;69.2888;43.85;37.22;34.6374;25.6926;41.0942;25.63;35.5;95.6032;26.0997;64.8;80.189;NA;69.4395;48.5536;15.55;19.51;57.5991;31.4265;31;75;21.63;46.9695;77.7;39.0301;94.3864;88.345;55.7;54.7494;104.2679;32.97;38.0237;36.8912;25.1226
16/01/2006;4856.09;3.273;33.5359;52.9548;31.45;28.5;17.3992;26.1174;68.9513;43.84;37.15;34.4626;25.6109;41.2122;25.98;35.575;95.1609;26.2618;66.15;80.489;NA;69.8;48.3604;15.52;19.54;58.0229;31.0507;31.08;73.8;21.52;46.8332;77.6;39.0548;93.9458;88.345;56.5;55.1442;102.5125;32.85;38.1023;36.9403;25.0645
17/01/2006;4807.14;3.258;34.6097;51.9943;31.45;28.2;17.4876;25.619;68.6137;43.17;36.4;34.3229;25.1388;41.0706;25.66;35.45;93.5388;25.9376;66.35;79.889;NA;68.4031;47.6357;15.41;19.05;57.4065;30.8659;30.81;73.4;21.42;46.5152;76.2;38.7831;92.7119;87.2641;56.75;55.0455;103.9167;32.75;37.8466;36.3266;24.9097
18/01/2006;4772.09;3.269;34.7465;52.2505;30.81;28.1;17.1045;25.2931;67.2154;42.5;36.38;33.5891;24.7303;41.0235;25.85;35.225;94.2269;25.9052;65.95;79.289;NA;68.0426;47.0366;15.24;19.29;58.4467;30.3309;30.59;72.6;21.34;46.0155;75.65;39.1042;91.39;86.8412;56.6;54.2807;104.0923;32.33;37.8073;36.5966;24.6387
19/01/2006;4814.09;3.341;35.2937;51.8663;31.35;28.5;17.3918;25.7148;67.6012;43.46;36.55;33.6939;24.7394;41.0235;25.7;35.375;93.8829;25.9052;66.6;79.717;NA;69.1241;47.4231;15.38;19.11;59.1402;30.8914;30.63;75.5;22.01;46.061;75.8;39.1289;92.1832;87.4521;57.65;54.5274;104.2679;32.18;39.4592;37.3821;24.8613
20/01/2006;4773.48;3.367;34.5755;51.8983;31.07;28.125;17.3108;25.0631;66.6368;43.34;36.14;33.3445;24.9573;40.7404;25.35;35.55;93.4405;25.8403;65.55;80.146;NA;67.3667;46.5728;15.08;18.68;58.7549;30.1207;30.56;75.7;21.71;45.743;76.15;38.7337;91.0375;87.4051;57.2;54.2807;103.1269;32.15;39.2724;37.333;24.5226
23/01/2006;4751.99;3.384;34.3703;51.7062;30.75;28.35;17.2224;25.0056;66.2511;43.09;36.04;33.2833;24.7939;40.6932;25.36;35.45;92.2608;25.8079;64.75;78.86;NA;66.7358;45.8965;14.99;18.88;57.9844;30.0443;30.48;74.7;21.5;45.6976;75.15;39.4254;90.1562;87.2641;56.75;54.0339;103.4779;31.79;38.8004;36.8912;24.5322
24/01/2006;4748.32;3.372;34.1925;53.5951;30.69;28.925;17.959;25.111;66.6368;43.3;35.85;33.3008;24.4943;40.5752;25.16;35.75;92.1134;25.7106;64.65;78.817;NA;65.9698;46.3796;14.88;18.63;58.2541;30.229;30.59;75.45;21.8;46.0155;73.85;40.0182;89.4512;86.8412;55.9;54.0092;103.2146;32.02;38.7611;36.9648;24.6387
25/01/2006;4791;3.431;34.042;54.5876;31.05;28.75;19.1966;25.7915;67.5047;43.65;36.46;33.6677;25.1116;40.9999;25.53;35.575;92.6049;25.7917;64.85;78.689;NA;65.8797;47.0076;15.12;18.77;58.832;30.8914;30.84;76.8;21.9;46.7423;73.65;40.8087;91.4781;87.828;54.95;54.2066;103.0391;32.29;38.9086;37.3084;24.871
26/01/2006;4876.52;3.483;34.1993;54.8758;30.8;30.125;19.1745;26.7307;69.0959;44.5;37.49;33.4668;25.7562;41.5424;26.11;35.7;92.6049;25.9376;65.75;80.403;NA;67.0963;47.5971;14.89;19.09;59.564;31.2099;30.87;77.55;22.69;48.6956;75;42.4885;95.0915;88.9558;54.65;54.3793;104.4434;32.68;39.2429;37.333;25.5484
27/01/2006;4956.6;3.488;33.9052;54.8438;31.9;31.85;20.3531;27.0279;70.3014;45.06;37.87;33.5891;26.2737;42.604;26.38;35.7;92.8998;25.7917;66.45;81.175;NA;67.8173;47.5874;14.98;19.29;59.6026;31.2736;31.08;78.2;22.19;48.9682;75.65;42.4638;96.149;89.0968;56.8;55.761;105.0578;33.11;40.6785;37.3084;25.5484
30/01/2006;4936.79;3.47;33.7889;53.339;32.3;30.925;21.8705;26.7691;69.771;44.7;37.52;33.7813;26.3191;42.0378;26.1;35.925;95.1117;25.7755;66.1;81.003;NA;66.7809;48.2831;14.96;19.08;59.9108;31.1462;31.06;77.6;21.73;48.9682;74.55;42.0191;95.1796;88.345;57.15;56.2051;104.8822;33.2;40.4819;37.1612;25.2774
31/01/2006;4947.99;3.463;33.7411;54.1714;32.25;31.275;21.5096;26.7403;70.7835;45.12;37.6;33.9472;26.3736;42.3209;26.01;35.925;94.3744;26.3915;66.8;82.932;NA;66.9161;47.4908;15.05;18.72;58.9476;31.1271;31.03;77.7;21.74;49.0136;75.45;42.4885;95.7965;87.3581;55.9;56.0571;106.5498;33.13;40.9637;37.5784;24.9484
01/02/2006;4999.39;3.52;34.2335;54.1074;32.76;31.3;21.8705;26.9704;72.6158;45.55;37.9;34.218;26.8184;43.1937;26.37;36.25;94.7185;27.3966;66.85;82.76;NA;68.0426;47.6454;15.27;18.64;60.2961;31.6239;31.32;77.2;21.95;50.1947;76.35;42.6861;97.7354;88.4389;55.95;56.2792;106.1109;33.38;41.2882;37.2103;25.5774
02/02/2006;4927.89;3.522;33.6248;53.371;32.37;31;21.6569;26.5295;71.3139;44.93;37.23;33.6328;26.6096;42.7927;26.4;35.95;93.8829;27.5587;66.4;82.932;NA;67.7723;47.1139;15.17;18.07;59.1402;30.764;31.64;76.4;21.82;49.7404;75;42.5132;96.4134;87.5461;53.35;54.7001;106.7253;33.47;41.5143;37.5293;24.9677
03/02/2006;4937.56;3.483;34.0967;53.8833;32.46;30.75;21.7674;26.424;70.5424;44.88;36.71;33.5104;26.4189;42.4153;26.56;36.55;93.4896;27.5749;66;83.446;NA;67.9075;49.2783;15.08;18.14;59.2558;30.8914;31.2;76.35;21.9;49.9221;75.75;42.5132;96.2371;88.063;53.6;55.0208;105.8477;33.61;41.7896;37.9221;24.7451
06/02/2006;4934.59;3.485;35.4305;53.9793;32.29;30.675;21.9295;26.6732;69.0959;44.78;36.66;33.6764;26.3736;42.2501;26.35;36.575;93.4405;27.7532;66.15;83.875;NA;67.8173;50.7277;14.95;17.93;58.6008;30.9615;31.42;76.85;22.04;50.2855;74.85;42.2662;96.6778;87.922;53.95;55.2182;108.3051;33.8;41.8683;37.333;24.6967
07/02/2006;4935.4;3.514;35.2253;53.9793;32.38;30.675;21.8042;26.6924;70.6389;45.24;36.73;33.5803;26.546;41.9198;26.2;36.725;93.2439;27.4939;65.6;83.618;NA;67.1414;50.2446;14.81;18.11;58.2155;31.3373;31.37;77.65;21.82;50.1492;75.3;41.5992;97.2066;87.6871;53.15;54.552;110.0605;33.7;41.6028;37.2839;25.0742
08/02/2006;4895.08;3.497;34.8149;53.5311;32.2;31.65;20.4267;26.4049;69.4335;45.24;36.36;33.5192;26.428;41.7783;26.16;36.275;92.8998;27.7208;65.85;83.36;NA;67.0513;49.5682;15.02;18.35;58.6394;30.2736;31.48;75.65;21.57;49.9675;75.15;40.9075;96.9422;86.7942;52.1;53.2691;110.3238;33.2;40.9932;37.063;24.9387
09/02/2006;4955.74;3.474;34.9859;54.1074;32;33.85;20.9866;26.817;71.9408;45.24;37.12;33.8773;26.7912;42.4153;26.11;36.225;93.1947;28.0937;66.4;84.432;NA;68.0426;50.1963;15.19;18.85;55.326;30.7003;31.75;76.4;22.09;50.876;75.5;41.5992;98.881;87.7811;52.8;54.0833;111.5526;33.7;40.885;36.9403;25.5097
10/02/2006;4910.82;3.455;34.6097;53.4671;31.48;32.5;20.331;26.6828;71.4586;45.2;36.63;33.7813;26.4553;41.9906;26.42;36.375;92.949;28.2072;66;84.218;NA;67.8624;50.2929;15;18.57;54.4013;31.1462;31.25;79.65;22.03;50.4218;74.55;41.7968;97.9116;88.6269;52.25;52.8989;112.3425;34.48;40.5605;36.4984;24.9677
13/02/2006;4957.36;3.5;34.7465;53.6912;31.84;32.95;21.0676;27.0087;73.1462;45.59;36.95;33.8948;26.7821;42.4624;26.77;36.4;92.9981;28.888;66.95;84.603;NA;67.9525;52.8534;15.01;18.6;54.3242;31.8787;31.3;83.9;22.48;51.2849;74.55;41.6733;100.0267;88.7209;51.9;53.7625;113.5712;34.68;40.5409;36.4739;24.6387
14/02/2006;4961.34;3.483;34.4045;53.8513;31.5;33.925;21.3033;26.932;73.3873;45.5;37.22;34.1918;27.1271;42.8399;27.03;36.65;92.7032;29.4554;67.9;84.561;NA;67.6371;50.003;15.33;19.16;55.4801;31.4838;31.56;82.95;22;50.9669;74.55;42.118;101.2605;88.8149;52;53.121;114.1856;34.06;40.5704;36.5721;24.8226
15/02/2006;4934.09;3.493;34.1172;54.2995;31;34.825;20.935;26.9608;71.555;44.86;37.14;34.1569;26.7821;43.4296;26.95;36.575;92.6049;30.1687;68.9;83.703;NA;67.7272;49.8097;15.62;19.01;55.2104;30.9487;31.39;81.95;22.22;50.2855;73.9;41.8956;100.0267;88.4859;52.45;52.8989;114.9755;33.87;41.1702;36.4494;24.7548
16/02/2006;4973.09;3.501;33.9941;54.7157;31.1;35.075;19.889;27.6796;72.2783;44.84;37.79;34.4364;27.0998;43.9958;27.27;36.525;92.8998;30.4605;69.6;84.346;NA;67.7272;49.5199;15.85;18.96;55.9424;31.0443;31.92;81.9;21.35;50.4672;73.85;41.7968;103.9926;87.875;51.65;52.9977;115.8532;33.84;41.4553;36.8666;24.8129
17/02/2006;5000;3.455;34.4387;54.6517;31.9;35.2;20.5151;27.8904;73.098;44.77;37.95;34.6723;27.1452;44.3261;27.35;36.8;92.4574;29.7796;70.7;83.746;NA;67.5019;49.8581;15.77;19.15;56.4433;31.178;32.1;82.6;20.89;50.4672;73.9;41.4016;104.5213;87.2641;53;53.3184;115.8532;33.82;41.9076;37.4312;24.8516
20/02/2006;4979.94;3.44;33.9463;54.6197;31.74;35;20.7729;27.7946;73.2909;44.56;38.1;34.4015;27.0454;44.4204;27.36;37.1;92.6049;30.1525;71.3;84.261;NA;66.7809;49.7131;15.75;19.15;55.8654;31.3245;31.97;82.9;20.49;50.2401;71.7;41.2039;104.1688;87.1232;53.25;53.5898;117.2574;34;41.652;36.5475;24.6581
21/02/2006;4991.93;3.444;33.8368;54.7157;31.73;34.775;20.3899;27.8425;74.4481;44.5;39.19;34.4015;27.0998;44.444;27.61;36.375;92.3591;30.1525;71.2;85.032;NA;67.6371;49.7131;15.8;19.03;55.5571;31.401;31.6;82;20.97;50.5126;72;40.9075;104.6975;87.969;53;53.5405;119.0128;34.07;42.9696;36.7684;24.5322
22/02/2006;5041.6;3.42;33.7684;55.356;31.86;34.55;20.3973;28.3122;75.5571;44.23;39.87;34.6199;27.3904;45.2697;28.35;36.725;92.9981;30.2011;74.5;87.089;NA;69.1241;50.2446;15.83;18.91;56.79;31.471;31.71;82.35;20.77;52.1933;71.7;42.4144;105.667;87.5931;52.75;53.047;117.7841;33.99;43.9332;38.0939;24.6774
23/02/2006;5040.39;3.474;33.7479;54.9398;32.14;34.925;20.7803;28.0342;75.4607;45;42.27;35.7031;27.236;44.8215;28.6;36.8;94.0795;30.1525;76.25;88.289;NA;69.5747;50.4378;15.86;18.63;56.4818;31.178;31.68;81.2;20.86;51.2849;72.1;42.6861;106.1958;86.6532;52.15;52.9236;116.8186;33.7;43.8545;37.6521;24.2806
24/02/2006;5073.95;3.488;33.9941;55.4841;31.52;34.975;20.8908;28.1013;76.3768;45.16;42.16;36.0438;27.4448;45.8594;29.8;36.75;95.0626;30.2011;75;88.889;NA;69.2593;50.3412;15.91;18.66;56.0195;31.2035;31.87;81.7;20.84;51.5574;72.5;42.4885;106.2839;87.4521;51.75;53.0717;117.433;33.67;44.769;38.0693;24.3387
27/02/2006;5080.52;3.524;34.0694;54.5556;31.74;36.5;20.8614;28.4655;76.1839;45.14;42.7;37.0397;27.8534;46.0717;28.97;36.575;96.5863;31.4169;75.5;89.489;NA;69.5747;50.6794;15.85;18.48;55.7112;31.4583;32.05;81.85;21.55;51.3303;73.35;42.4144;106.9008;87.2641;50.95;52.9977;121.558;33.73;44.5723;38.5357;24.629
28/02/2006;5000.45;3.483;34.5071;53.0189;30.76;35.9;20.552;28.408;74.882;44.06;41.45;36.3932;27.8352;45.7651;29.03;36.15;95.0626;31.3845;74.25;88.632;NA;68.7186;49.4716;15.7;18.25;55.326;31.1653;32.03;80.65;21.36;50.876;71.4;42.365;104.7857;87.2641;50.45;52.0601;120.6804;33.59;43.0777;38.0448;24.629
01/03/2006;5057.61;3.51;35.1569;53.7232;31.33;37.6;20.9203;28.8009;75.7982;42.9;42.28;36.2535;28.5615;45.6707;29.65;36.55;95.1609;31.9033;75;90.518;NA;68.9889;49.8581;15.7;18.2;56.9827;31.2099;32.05;81.9;21.86;50.9669;72.15;43.5754;105.667;87.0762;50.6;52.4795;122.9623;33.16;43.7955;37.9466;25.0161
02/03/2006;5009.09;3.574;34.7807;53.307;31.09;37.8;21.4727;28.3217;74.641;42.25;42.43;35.7992;28.162;45.364;28.95;36.25;95.1117;31.9357;74.05;88.975;NA;71.5123;48.7469;15.87;18.13;56.0195;30.6876;32.4;80.15;21.41;50.3309;71.1;43.7236;103.9926;86.2773;51.9;52.0354;126.3853;32.39;43.0679;36.8175;24.7355
03/03/2006;4989.15;3.593;35.1911;52.9868;31.25;37.475;21.9442;27.8042;74.0141;41.88;42.65;35.7905;27.7807;45.2225;29;36.325;95.5541;31.9033;74.05;88.032;NA;72.6389;48.0222;15.7;18.15;56.2506;30.3819;32.48;80.35;21.65;50.1492;70.25;43.7483;103.1113;86.2773;51.75;51.838;124.1911;31.79;42.8516;37.0139;24.8613
06/03/2006;5010.72;3.574;35.4647;52.7947;31.89;37.35;21.7748;28.1876;71.6997;42.82;42.83;35.6944;28.271;45.1753;29.23;36.375;95.3083;32.2599;74.5;88.804;NA;72.2784;48.9401;15.9;18.6;56.2121;30.6494;33.09;80.6;21.55;50.3763;70.2;43.6001;103.0231;88.016;51.4;51.5666;126.8241;32.18;43.7365;36.6457;25.6161
07/03/2006;4992.21;3.594;35.0543;53.0189;31.72;35.175;20.9424;27.9767;71.2885;42.68;42.06;35.5197;27.8715;45.2461;29.4;36.5;94.7677;31.7898;74.85;86.746;NA;71.6926;48.8435;16.09;18.47;55.6727;30.4456;32.86;80.95;20.95;50.0129;70.85;42.8343;101.7893;86.5123;50.7;51.5666;125.5076;32.03;43.5399;36.4739;25.7516
08/03/2006;4969.51;3.634;32.4688;52.7307;31.16;33.5;20.552;27.5742;71.0941;42.82;41.1;35.1615;28.2256;45.7179;29.29;35.85;93.9812;31.6277;74;86.832;NA;70.6111;47.9932;16.39;18.41;54.9407;30.1526;32.35;79.85;20.09;49.5133;72.65;41.9944;99.6742;85.4315;51.3;51.5419;124.7177;31.85;43.0876;36.0076;25.4032
09/03/2006;5007.84;3.64;32.7972;52.7307;31.42;33.25;20.6256;27.6221;70.7539;42.55;42.84;36.9523;28.3436;46.8974;29.17;36.175;92.7523;31.6763;74.5;87.861;NA;71.4222;48.1478;16.7;18.67;55.3645;30.3054;32.65;80.8;20.64;49.9675;73.1;43.1802;100.908;85.9014;51.55;51.5666;123.84;31.96;43.9627;36.8421;26.1097
10/03/2006;5069.27;3.683;33.1049;53.339;31.91;34.3;20.4709;27.8713;71.6772;43.2;43.35;37.3717;28.6341;47.3692;29.06;36.5;93.8337;31.8384;75.5;88.375;NA;72.4586;48.7952;16.72;18.88;56.8671;30.5602;32.73;81.3;20.4;50.558;73.6;43.0813;105.7551;85.9954;52;52.0354;123.489;32.26;44.7395;36.6703;27
13/03/2006;5107.47;3.688;32.8997;53.339;32.1;34.3;20.4857;27.8904;73.0865;42.95;43.85;37.7036;28.7794;47.1333;29.19;36.45;93.3914;32.1302;75;88.804;NA;73.1346;48.1671;16.91;18.96;57.0597;30.6048;32.66;81.45;20.55;50.9214;75.35;43.3531;107.8702;86.3713;54.05;52.4795;125.2443;32.46;43.9627;37.9466;27.0484
14/03/2006;5117.16;3.652;32.2842;53.7872;31.6;33.425;20.9645;27.8809;72.9893;43.08;43.2;37.3804;28.5434;46.7794;29.05;36.325;95.4558;32.3896;75.15;88.975;NA;72.9994;48.5053;17;18.82;58.1;31.7003;32.57;82.35;20.22;51.1031;75;43.2049;107.7821;85.8074;54.45;52.6522;124.6299;32.55;44.238;38.5111;26.7581
15/03/2006;5127.93;3.669;32.12;53.8833;32.04;32.775;21.1413;27.948;73.5724;43.43;43.2;37.5551;28.8248;47.039;29.53;36.475;97.3236;32.6165;74.75;88.718;NA;72.8191;49.1817;16.91;18.67;58.5623;32.3882;32.75;82;20.3;51.3757;74.6;42.7849;110.1616;85.3845;55.5;53.047;124.8055;32.85;44.1987;38.2657;26.4581
16/03/2006;5126.01;3.65;32.1679;53.9793;33.2;32.5;20.935;27.9767;73.0865;43.9;42.78;37.6075;29.1607;46.8502;30.31;36.25;97.6677;33.265;74.6;88.289;NA;73.1346;48.9401;16.94;18.63;58.4852;32.2927;32.51;82.9;20.32;51.512;74;43.0813;110.5141;85.4315;54.8;52.5289;127.1752;32.76;44.356;38.0693;26.6129
17/03/2006;5141.08;3.688;31.7712;54.7477;34.2;33.95;21.3181;28.1588;73.1351;43.72;42.78;38.0094;29.3513;46.7087;30.96;36.4;97.6185;32.8759;74.35;88.546;NA;73.2697;48.6019;16.82;18.6;58.6008;32.6111;32.42;83.5;20.47;51.3757;73.65;42.8837;110.1616;85.1025;55.35;52.8249;127.7895;32.81;43.9922;40.352;26.8935
20/03/2006;5138.51;3.656;32.6262;54.7798;34.38;34.525;22.0252;27.7946;73.621;43.98;43.09;37.7036;29.3604;46.6615;31.35;36.8;97.8151;32.9732;74.25;89.232;NA;73.4049;49.23;17;18.69;58.6779;32.643;32.35;84.3;20.69;51.9208;73;43.106;109.6328;85.4315;55.15;52.5782;128.8428;32.7;44.4249;40.9657;26.8839
21/03/2006;5148.56;3.675;33.0297;54.6197;34.3;34.725;22.121;27.6221;74.7873;43.81;42.8;37.6075;29.2242;46.3313;31.23;36.825;97.766;32.7462;73.75;89.232;NA;73.0444;49.9064;17.11;19.24;58.1385;32.7385;32.29;84.45;20.74;52.8293;72.5;43.7236;109.9853;85.6664;54.05;52.0354;128.9306;32.61;44.7493;40.7448;27.1451
22/03/2006;5194.78;3.645;32.9818;55.0679;34.19;34.35;21.6274;27.8329;74.2041;44;43.29;37.5813;29.1153;46.5199;30.99;37.15;97.9626;32.5193;74.3;89.404;NA;73.0444;50.2929;16.97;19.39;57.522;32.8022;32.53;84.6;20.62;52.693;78.6;42.9331;109.6328;86.1363;53.55;52.4302;130.0715;34.41;44.297;40.3275;28.0355
23/03/2006;5194.78;3.668;33.1186;54.5236;34.88;33.875;22.121;27.6413;73.9126;44.08;43.16;37.5901;29.1335;46.5672;30.72;37;97.7168;32.9084;73.65;89.832;NA;72.9093;50.8726;16.96;19.37;61.2592;32.8022;32.45;85.65;21.15;52.5567;77.15;42.4638;110.426;86.2773;53.65;52.4055;130.6859;34.4;44.1299;41.1375;28.1032
24/03/2006;5218.71;3.638;33.0365;55.324;35.13;35.25;22.2904;27.4687;73.4266;45.28;43.14;38.1142;29.5511;46.7323;30.18;37.325;98.405;32.5841;73.2;90.518;NA;73.0895;51.4524;16.97;19.32;61.1822;33.1525;32.65;87.3;21.24;52.5113;77.45;42.7849;110.6022;86.2773;55.25;53.2937;127.5263;34.19;44.4347;41.6284;28.3355
27/03/2006;5162.44;3.633;32.674;54.5236;34.9;34.475;22.8282;27.0566;72.6977;44.25;42.62;37.9657;29.197;46.4964;30.44;36.95;97.127;32.8111;72.6;89.489;NA;72.6389;50.9693;16.96;18.99;60.951;32.7385;32.54;86.7;20.95;51.7845;75.75;42.4885;109.1922;87.2641;55.35;53.047;127.9651;34.74;44.1102;40.7693;27.8903
28/03/2006;5149.99;3.731;32.6945;54.7157;34.64;34.075;23.0786;27.162;72.1146;43.56;43.3;37.3804;28.7703;46.7558;29.74;36.9;97.0778;32.7787;72.65;89.575;NA;72.5938;50.1963;16.77;18.71;61.2592;32.5475;32.38;87.85;20.57;51.2394;75.95;42.1427;108.6634;87.5931;55.7;53.3677;127.4385;34.67;43.471;40.2784;27.5032
29/03/2006;5180.25;3.751;32.845;54.4276;34.54;34.525;23.4911;27.5646;72.4547;43.91;43.9;37.4852;29.0881;46.8502;29.66;36.95;97.7168;33.1677;72.75;89.318;NA;72.8642;50.2446;16.69;18.68;61.3748;32.8659;32.45;87.8;20.8;51.6482;77.25;43.106;108.8396;87.969;56.45;53.5898;128.4039;34.5;44.4445;39.8366;27.7742
30/03/2006;5240.1;3.76;32.9066;55.1319;34.78;34.6;23.9405;28.0054;73.8154;43.91;44.51;38.0356;29.5874;47.2277;30.38;37.1;97.9626;33.038;73.6;89.146;NA;73.2697;50.2929;17.49;18.72;61.2207;33.2481;32.45;88.95;20.95;52.3296;78.3;43.4766;109.6328;89.0498;56.35;54.33;128.2284;34.73;45.3786;40.55;27.7258
31/03/2006;5220.85;3.764;32.5372;55.0039;34.77;34.6;23.2701;27.7563;74.4957;43.85;44.96;38.3501;29.1516;47.6995;29.84;36.8;97.9626;33.3622;72.7;88.975;NA;72.9093;50.0996;17.08;18.56;60.9125;33.1207;32.2;87.75;20.92;52.375;78.5;44.0201;109.3684;89.5667;55.85;53.7132;130.7737;34.51;45.064;40.675;27.4258
03/04/2006;5255.26;3.818;32.7082;55.3881;35.02;34.925;23.771;28.0726;75.1275;44.49;44.54;38.3501;29.2787;48.0297;30;37.125;98.3067;33.3622;73.05;90.604;NA;73.495;51.8872;17.16;18.58;60.951;33.7895;31.95;88.4;21.17;52.693;78.15;44.5141;109.2803;88.8618;56.45;54.2807;130.8614;34.52;45.005;40.075;27.5226
04/04/2006;5205.81;3.837;32.2637;55.5481;34.25;34.85;22.9092;27.7467;74.2041;44.34;44.32;37.957;29.1789;47.7938;29.75;36.75;97.7168;33.5568;72.6;90.518;NA;73.2247;51.6456;16.92;18.33;60.7584;33.2162;32.03;87.5;21;52.9202;77;45.1317;108.0464;87.6401;56.35;53.3184;131.1248;34.35;44.4445;39.475;27.5806
05/04/2006;5221.03;3.85;32.1474;55.9964;32.73;34.275;23.1375;27.9576;75.1275;44.34;44.67;37.7298;29.66;47.1805;29.75;37.2;97.5202;34.3673;72.5;90.604;NA;73.45;51.3074;17.04;18.41;60.7584;33.2799;32.15;87.05;20.91;52.375;76.65;44.0942;108.1346;87.4991;57.65;53.8612;135.5131;34.37;45.7424;39.175;27.6484
06/04/2006;5222.36;3.878;31.8875;56.9248;32.18;34.725;22.9608;27.8904;75.1761;44.2;44.8;37.7298;29.6419;47.0861;30.06;37;97.5694;34.3673;72.2;91.804;19.75;72.729;53.0467;17.1;18.42;61.1051;33.3118;32.13;87.75;20.95;52.693;75.8;43.9953;108.1346;88.016;58.05;54.0339;135.2498;34.42;46.1653;39.225;27.6484
