;CAC40;10y;ACCOR;AIR LIQUIDE;AIRBUS GROUP;ALSTOM;ARCELORMITTAL;AXA;BNP PARIBAS;BOUYGUES;CAP GEMINI;CARREFOUR;CREDIT AGRICOLE;DANONE;ENGIE;ESSILOR INTL.;KERING;KLEPIERRE;L'OREAL;LAFARGEHOLCIM;LEGRAND;LVMH;MICHELIN;NOKIA;ORANGE;PERNOD-RICARD;PEUGEOT;PUBLICIS GROUPE;RENAULT;SAFRAN;SAINT GOBAIN;SANOFI;SCHNEIDER ELECTRIC SE;SOCIETE GENERALE;SOLVAY;TECHNIP;TOTAL;UNIBAIL-RODAMCO;VALEO;VEOLIA ENVIRONNEMENT;VINCI;VIVENDI
13/02/2015;4759.36;0.343;45.72;115.95;49.75;28.6;7.4229;20.84;48.41;33.655;65.65;28.885;11.965;57.92;18.72;96.16;182.9;44.295;156.05;66.238;47.01;158.5;84.16;7.06;16.195;103.7;13.83;69.94;79.35;60.46;39.79;86.73;69.46;38.4;116.5402;55.79;47.375;256.3;130.7;16.43;51.71;20.715
16/02/2015;4751.95;0.347;45.41;114.95;50.45;28.79;7.6323;20.535;49.175;34.925;66.14;28.955;11.915;57.2;18.6;95.4;181.15;44.11;154.5;66.571;46.34;156.95;83.88;7.05;16.345;103.3;13.75;70.6;80;60.81;40.27;85.72;69.09;38.62;116.3522;57.27;47.115;255.9;131.5;16.36;52.74;20.68
17/02/2015;4753.99;0.37;45.15;114.1;50.67;28.88;7.5144;20.605;49.52;35;64.63;28.985;11.975;57.85;18.74;95.07;178.55;44.075;155.4;67.095;46.95;157.6;83.51;7.06;16.07;103.6;13.495;69.62;81.02;60.51;40.265;85.53;69.15;38.5;115.3184;57.77;47.28;256.2;131.5;16.33;52.49;20.815
18/02/2015;4799.03;0.381;46.15;114.9;51.39;28.645;7.6578;21.005;50.91;34.735;64.84;29.14;12.885;58.22;18.68;96.33;178.75;44.42;155.45;68.619;47.885;158.75;84.95;7.1;15.435;102.35;14.4;71.08;83.11;61.2;40.81;86.71;70.01;40.045;116.2112;59.59;47.265;253.75;133.15;16.39;52.48;20.945
19/02/2015;4833.28;0.381;47.17;115.5;51.99;28.68;7.5035;21.25;51.43;34.89;67.99;29.6;12.78;59.15;18.68;100.5;178.9;44.995;157.1;69;48.155;160.8;85.14;7.125;15.86;103.9;14.23;71.65;84.36;61.2;41.26;87.84;71.42;40.18;117.1041;58.9;45.98;258.8501;134;16.52;52.68;21.315
20/02/2015;4830.9;0.372;46.905;115.85;52.46;28.535;7.4718;21.15;51.29;35.33;68.04;29.55;12.895;60;18.59;99.31;179.6;44.66;157.6;68.905;48.4;161;85.57;7.115;15.695;103.2;14.23;71.28;85.15;61.63;41.505;87.39;71.38;40.455;118.2789;58.76;46.035;255.85;134.1;16.59;52.72;21.15
23/02/2015;4862.3;0.367;47.39;115.9;52.84;28.525;7.412;21.295;51.76;35.22;69.23;29.445;12.77;59.73;18.805;101.5;179.1;45.43;158.75;69.667;49.07;161.25;86;7.075;15.9;104.65;14.575;72.03;85.03;61.69;41.64;89.05;71.33;40.45;117.8559;57.9;46.29;259;135.25;16.645;52.82;21.39
24/02/2015;4886.44;0.375;47.495;116.55;51.85;28.6;7.5152;21.435;51.98;35.46;70.49;29.48;12.81;60.49;19.24;102.65;180.3;45.64;159.3;70.143;48.91;161.2;86.26;7.08;16.13;104.4;14.675;72.29;84.94;60.92;41.615;88.75;70.94;40.81;118.3728;59.16;47.185;260.25;133.65;17.07;53.16;21.56
25/02/2015;4882.22;0.332;47.52;116.75;51.4;29.015;7.4578;22;51;35.6;70.15;29.24;12.54;60.47;19.29;102.7;179.05;44.66;159.45;70.048;48.895;161.6;84.54;7.125;16.18;103.85;14.365;71.85;82.7;63.03;41.145;89.1;71.26;40.195;117.386;58.9;47.35;258.05;130.6;16.84;52.89;21.56
26/02/2015;4910.62;0.301;47.37;117.55;51.63;29.315;7.578;22.47;51.61;35.735;71.7;29.51;12.61;61.85;19.475;103.65;181.65;44.75;161.2;70.143;49.265;161.95;84.17;7.17;16.45;105.95;14.91;72.76;84.29;62.52;40.3;87.54;71.61;40.97;121.8503;58.31;47.25;260.45;133.6;16.98;53.47;21.775
27/02/2015;4951.48;0.324;46.825;118.1;55.33;29.55;7.5757;22.69;52.09;35.43;72.27;29.565;12.57;62.33;19.875;104.45;182;43.69;162.25;70.048;49.4;163.9;85.98;7.185;16.3;105.95;14.965;72.87;85.85;62.9;40.235;87.7;71.98;41.315;124.8108;58.22;48.235;257.6001;134.5;17.4;53.02;21.815
02/03/2015;4917.32;0.354;47.15;117.75;56.09;29.755;7.4586;22.465;52.54;35.8;72.54;29.65;12.745;61.8;19.44;104.5;181.55;45.125;162.1;69.905;48.28;164.75;85.24;7.25;16.26;105.25;14.82;72.9;85.34;63.76;39.875;86.4;70.93;41.485;122.2262;57.7;47.19;259.95;133.4;17.435;53.05;20.74
03/03/2015;4869.25;0.367;46.24;116.7;55.4;29.32;7.4632;22.225;50.91;35.82;72.68;29.31;12.585;61.5;18.99;102.85;180.5;44.98;161.1;69.905;48.94;162.4;83.59;7.205;15.865;105.2;14.595;72.23;83.09;63;39.22;86.16;70.95;40.55;120.9574;59;47.125;256.7;129.85;16.92;52.04;21.035
04/03/2015;4917.35;0.38;46.61;117.85;56.52;29.165;7.4004;22.53;51.92;36.045;72.77;29.66;12.785;61.37;19;104.35;181.9;44.785;163.3;69.762;49.2;165.1;83.54;7.26;16.05;106.3;15.175;72.32;84.94;63.77;39.465;87.45;71;41.005;122.9311;58.41;47.435;258.2;132.7;17;52.74;21.405
05/03/2015;4963.51;0.356;48.35;118.85;59.21;29.505;7.5136;22.68;52.14;36.45;73.23;30.365;12.805;62.4;19.1;106.8;182;45.565;164.75;70.571;49.57;167.7;83.96;7.325;16.165;106.4;15.61;73.46;84.71;65.67;39.985;87.84;71.83;41.34;122.1792;59.14;47.47;259.45;134.6;17.08;53.65;21.615
06/03/2015;4964.35;0.4;49.205;118.6;59.42;29.415;7.6439;22.79;52.08;36.375;73.06;31.055;13.05;62.42;18.895;105.2;183.15;43.455;165.6;70.857;49.29;168.9;84.51;7.32;15.955;106.65;16.125;73.92;85.89;65.63;40.23;87.65;71.95;41.805;124.5288;59.56;47.005;253.35;132.85;17.02;54.15;21.56
09/03/2015;4937.2;0.309;48.765;118.75;58.88;29.52;7.7773;22.835;51.96;35.095;72.9;31.07;12.95;61.79;18.8;104.6;183.1;42.52;165.3;71.429;48.93;167.8;85.49;7.245;15.04;105.8;16.245;72.67;86.95;65.84;40.18;87.6;70.86;41.575;123.8239;60.36;46.685;249.1;133.55;17.005;54.15;21.52
10/03/2015;4881.95;0.239;48.155;117.55;58.88;29.06;7.5726;22.395;51.04;35.76;72.66;30.565;12.72;60.85;18.44;104.7;184.3;42.39;164.8;70.095;48.725;166.25;84.55;7.16;15.315;105.25;16.205;72.52;86.65;66.08;39.82;86.38;70.18;40.95;122.6021;57.96;45.18;248;133.15;16.98;53.86;21.6
11/03/2015;4997.75;0.202;49.69;121.1;61.43;29.665;7.6175;22.82;52.01;37.38;74.61;30.715;13.09;61.97;18.54;106.65;190.15;43.265;169.7;71.429;50.07;171.5;86.94;7.35;15.7;107.8;16.775;73.99;90.15;67.75;40.7;89.27;72.35;42.15;125.7976;58.73;45.465;252.75;138.9;17.085;54.69;22
12/03/2015;4987.33;0.247;50.45;120.7;62.08;29.995;7.5718;23.11;51.6;36.47;74.85;30.855;13.06;61.63;18.23;106.75;191.05;43.33;169.05;71.381;49.56;170.6;87.05;7.265;15.495;106.55;16.825;74.52;89.56;66.8;40.225;89.5;71.83;42.18;125.1867;59.36;45.44;251.05;137.8;17.3;54.29;21.75
13/03/2015;5010.46;0.259;50.55;120.65;63.56;30.005;7.4136;23.405;51.68;37.215;75.65;31.135;13.1;62.19;18.23;107.5;189.85;44.2;171.75;71.857;50.06;171.25;90.55;7.295;15.41;107.3;16.17;76.26;89.03;66.57;40.57;89.83;73.51;42.29;125.0927;57.6;44.645;254.95;140.75;17.3;54.27;22.005
16/03/2015;5061.16;0.278;51.05;122.4;63.86;30.07;7.4508;23.76;52.44;37.305;76.42;31.07;13.285;62.66;18.485;108.85;194.85;44.305;173.3;70.905;50.54;174.7;91.99;7.35;15.37;108.7;16.575;76.47;90;68.05;41.15;92.07;74.46;42.79;126.5025;57.3;44.57;256;143.6;17.395;54.91;22.005
17/03/2015;5028.93;0.281;50.87;122.3;60.98;29.285;7.3694;23.475;52.28;36.845;75.62;31.11;13.23;62.24;18.69;107.2;196.2;43.73;172.5;69.524;50.29;172.7;91.6;7.255;15.02;108.8;15.59;75.03;86.87;66.6;41;92.24;73.69;42.445;125.2807;58;45.21;252.5;140.1;17.32;54.82;21.845
18/03/2015;5033.42;0.194;50.15;122.35;61.19;29.135;7.2973;23.325;52.25;37.145;75.44;31.18;13.075;62.88;18.85;107.4;197;44.595;170.95;71.429;49.29;170.75;91.06;7.28;14.805;109.2;15.16;74.81;83.08;66.2;41.175;93.06;73.61;42.01;125.1867;58.35;46;255.2;135.65;17.39;54.53;22.045
19/03/2015;5037.18;0.187;49.765;121.5;61.08;29.44;7.1949;23.325;52.96;36.765;76.37;31.42;13.23;62.63;18.83;107.05;194.25;45.305;170.25;72.19;49.685;168.3;91.39;7.325;14.815;109.15;15.595;74.75;83.6;66.18;40.845;92.98;72.95;42.57;124.9047;58.28;46.475;255.5;139.45;17.44;54.4;22.085
20/03/2015;5087.49;0.187;49.985;121.8;61.4;29.47;7.2523;23.825;53.98;36.9;76.02;31.885;13.415;62.75;19;108.35;193.3;46.57;172.1;72.524;50.45;169.25;91.25;7.3;14.89;109.15;15.79;74.68;83.88;65.54;41.56;93.63;74.18;43.155;127.7243;59.39;47.635;257.3999;138.6;17.51;55.47;22.155
23/03/2015;5054.52;0.221;49.61;120.8;60;29.375;7.1864;23.425;54.54;37.055;76.25;31.885;13.515;62.66;18.895;107.6;189.75;46.575;171.15;72.857;49.71;164.5;89.55;7.215;14.78;108.55;15.425;74.22;81.91;65.14;40.555;93.5;73.5;43.735;126.9724;59.91;46.95;257.2;134.75;17.57;54.95;22.895
24/03/2015;5088.28;0.233;49.48;121.8;60.31;29.43;7.2035;23.67;55.8;37.345;76.77;31.56;13.74;62.98;18.97;108.15;188.05;46.455;171.4;72.619;50.36;166.45;91.08;7.335;15.17;107.85;15.39;74.42;83.07;65.39;41.515;94.04;73.53;44.83;128.0062;58.97;46.885;255.7;136.4;17.58;55.29;23.05
25/03/2015;5020.99;0.221;47.375;120.4;58.89;29.215;7.3244;23.555;54.85;36.945;73.99;30.985;13.67;62.16;18.87;105.3;185;46.015;168.95;71.381;49.26;163.6;90.8;7.215;15.175;106.55;14.965;72.81;81.53;64.38;40.96;92.14;71.9;44.835;126.8314;59.22;46.505;253;135.55;17.695;54.37;23.085
26/03/2015;5006.35;0.216;48.23;119.75;60.14;29.035;7.1368;23.25;55.12;36.885;75.11;30.99;13.46;62.23;18.645;104.6;185;45.365;169;69.905;49.44;162.35;91.84;7.03;14.935;107.9;15.435;70.81;83.85;64.26;40.565;91.38;71.71;44.29;125.0457;58.59;46.59;249.5;137.65;17.535;54.09;22.96
27/03/2015;5034.06;0.209;48.58;120.15;60.41;28.955;6.8305;23.53;56.19;36.62;76.63;31.22;13.61;62.92;18.77;106.3;184.2;46.02;172.15;69.809;49.995;162.25;91.74;7.075;15.045;110.45;15.215;71.02;83.69;64.15;40.95;91.69;72.13;44.655;125.9386;57.26;46.595;253.05;138.65;18.07;54.24;22.695
30/03/2015;5083.52;0.213;48.68;121.4;61.19;29.11;6.87;23.75;57.26;36.565;78.12;31.295;13.895;62.69;18.705;107.35;184.85;46.535;172.55;69.762;50.7;164.5;93.16;7.135;15.14;111.15;15.775;72.31;86.08;64.96;40.965;92.7;72.34;45.63;127.4893;57.12;47;256.2;143.15;17.975;54.14;23.1
31/03/2015;5033.64;0.183;48.58;119.8;60.44;28.73;6.8041;23.455;56.57;36.54;76.37;31.09;13.675;62.62;18.405;106.8;181.8;45.69;171.35;69.19;50.34;164.15;92.61;7.11;14.965;110.15;15.59;71.83;84.77;65;40.895;91.93;72.35;44.97;126.4555;56.37;46.275;251.05;139.05;17.615;53.23;23.125
01/04/2015;5062.22;0.17;48.745;120.2;60.91;28.955;6.7173;23.8;57.03;36.535;76.75;31.18;14.1;62.84;18.54;107.25;180.75;45.81;171.3;69.286;51.34;163.3;92.74;7.02;14.965;110.2;15.81;71.48;83.37;65.65;41.505;92.93;73.11;45.655;126.6434;56.53;46.37;250.75;137.95;17.635;54.13;23.5
02/04/2015;5074.14;0.186;48.585;119.8;60.76;28.775;6.7188;23.915;57.24;37.075;76.9;31.19;14.105;63.4;18.505;108.9;175.2;45.83;172.7;69.143;51.54;163.55;93.24;7.07;15.085;111.25;15.835;72.26;84.66;65.95;41.805;93.73;73.89;45.92;126.7374;56.66;45.845;249.1;139;17.62;54.26;23.23
03/04/2015;5074.14;0.186;48.585;119.8;60.76;28.775;6.7188;23.915;57.24;37.075;76.9;31.19;14.105;63.4;18.505;108.9;175.2;45.83;172.7;69.143;51.54;163.55;93.24;7.07;15.085;111.25;15.835;72.26;84.66;65.95;41.805;93.73;73.89;45.92;126.7374;56.66;45.845;249.1;139;17.62;54.26;23.23
06/04/2015;5074.14;0.186;48.585;119.8;60.76;28.775;6.7188;23.915;57.24;37.075;76.9;31.19;14.105;63.4;18.505;108.9;175.2;45.83;172.7;69.143;51.54;163.55;93.24;7.07;15.085;111.25;15.835;72.26;84.66;65.95;41.805;93.73;73.89;45.92;126.7374;56.66;45.845;249.1;139;17.62;54.26;23.23
07/04/2015;5151.19;0.187;49.295;121.3;60.4;29.065;6.9856;24.17;57.18;37.55;78.52;31.59;14.125;64.18;19.4;110.5;176.6;46.36;175.15;70.19;52.31;165.55;92.92;7.15;15.33;112.75;15.885;73.25;85.26;66.21;42.225;95.78;74.99;46.445;128.1002;59.13;47.595;252.35;138.6;17.96;54.56;23.515
08/04/2015;5136.86;0.167;49.035;120.4;60.04;29.14;6.9259;24.095;57.67;37.345;77.84;31.695;14.135;64.3;19.245;110.15;176.3;46.69;174.05;69.524;52.25;167.5;93.5;7.13;15.19;112.45;15.545;73.1;86.07;66.22;42.525;95.6;72.62;46.49;128.1472;59.37;47.05;253.35;139.2;18.08;54.51;23.66
09/04/2015;5208.95;0.159;50.05;122.45;61.27;29.395;6.9011;24.355;57.93;37.53;79.2;32.14;14.25;64.96;19.275;111.45;179.3;46.805;175.95;72.048;52.72;170.8;95.53;7.18;15.5;113.8;15.965;74.63;88.3;66.88;43.06;97.16;73.37;46.565;130.0269;59.89;47.965;254.55;142.6;18.59;55.27;23.885
10/04/2015;5240.46;0.156;50.19;122.6;61.91;29.76;6.9995;24.475;57.25;37.765;79.5;32.795;14.185;64.95;19.265;113.05;176.5;47.275;178.95;71.238;52.67;172.4;96.12;7.58;15.45;113.95;15.96;75.48;89.44;68.15;42.02;98.75;73.62;46.185;132.4705;61.18;48.52;256.8;144.55;18.825;55.04;24.135
13/04/2015;5254.12;0.157;49.765;122.25;62.79;29.945;6.8879;24.415;57.62;37.875;79.62;32.74;14.15;65.11;19.245;113.15;175.8;47.045;178.65;71.381;52.88;172.55;95.87;7.77;15.955;113.4;16.065;74.84;89.32;68.27;42.335;98.98;73.28;46.625;131.2957;61.64;48.76;253.7;142.95;18.83;56.56;24.235
14/04/2015;5218.06;0.139;49.445;121.9;61.13;29.73;7.1174;24.16;56.8;37.74;79.56;32.56;13.98;64.82;19.145;112.85;174.45;47.685;177.6;71.429;52.48;168.25;94.5;7.49;15.87;113.3;15.885;73.72;89.13;67.64;41.7;97.92;72.11;45.73;130.4498;62.79;48.73;255.05;141.7;18.69;56.45;23.95
15/04/2015;5254.35;0.109;49.305;122.55;62.73;29.94;7.3221;24.27;57.14;38.075;78.82;32.58;14.215;66.31;19.365;112.75;174.75;46.98;178.1;70.952;52.77;171.2;96.42;7.38;15.825;115;16.165;73.9;89.59;68.24;41.75;98.26;72.48;46.045;131.3427;65.31;49.74;254.25;142.8;19;56.67;23.85
16/04/2015;5224.49;0.086;48.89;121.5;63.97;29.24;7.1321;23.995;56.33;37.74;79.3;32.38;13.79;66.8;19.47;112.1;175.95;45.9;178.75;71.381;51.91;169.05;96.69;7.27;15.835;114.75;16.43;73.55;92.22;67.89;41.225;97.02;70.97;45.6;128.7581;64.47;49.31;252.55;144.3;18.995;56.7;23.725
17/04/2015;5143.26;0.079;49.395;119.85;62.18;29.01;6.9088;23.435;55.11;37;77.09;32.015;13.4;66.08;19.315;109.25;175.35;44.6;176.3;70.571;50.88;165.45;95.87;7.15;15.405;112.5;16.45;72.81;90.41;67.21;40.61;95.65;69.62;44.83;125.9856;64.31;48.87;249.9;141.65;18.99;55.8;23.43
20/04/2015;5187.59;0.077;50.18;121;63.11;28.815;6.9561;23.77;56.07;37.495;78.29;32.2;13.565;66.09;19.385;111.25;176.85;45.08;177.2;71.333;51.49;165;96.46;7.1;15.535;112.8;16.53;72.34;90.74;67.56;41.225;96.16;70.18;45.93;127.0194;64.75;49.38;253.65;143.05;19.08;56.27;23.73
21/04/2015;5192.64;0.102;51.34;123.2;64.54;28.665;6.8507;23.5;55.59;37.89;78.77;31.93;13.425;66.22;19.3;111.7;178;45.2;178.15;71.524;52.7;164.1;95.76;7.34;15.325;113;17.08;76.81;94.45;68.98;41.365;95.91;70.47;45.24;128.1472;64.97;48.695;254.3;146.5;19.175;57.09;22.89
22/04/2015;5211.09;0.16;50.68;122.8;65.8;28.565;6.9515;23.485;58.01;38.2;80.14;31.64;13.69;66.8;19.095;113.6;171.1;44.82;177.1;72.19;52.21;160.85;95.79;7.51;15.53;113.6;17.295;78.3;94.3;70;41.27;96.49;70.68;45.75;127.1604;63.99;48.425;255.8;147.15;19.07;56.77;22.875
23/04/2015;5178.91;0.161;50.15;121.1;65.64;28.62;7.0484;23.11;58.01;38.34;78.73;31.48;13.695;66.79;18.92;112.95;169;44.085;175;72.143;51.26;159.3;102;7.305;15.35;116.3;16.82;77.61;93.59;69.11;40.415;95.35;69.39;45.105;126.5025;64.6;48.415;252.25;148.75;19.015;56.27;22.96
24/04/2015;5201.45;0.158;49.965;119.3;65.14;29.315;7.4097;22.87;58.99;38.7;78.37;31.415;14.115;66.98;19.29;114;167.9;43.725;175.75;72.238;52.36;161.05;101.85;7.15;15.49;117.25;17.165;77.86;97.08;68.83;41.07;95.86;69.4;45.835;126.5495;63.47;48.005;251.75;150.45;19.565;56.69;23.09
27/04/2015;5268.91;0.165;50.76;121.35;65.75;29.445;7.661;23.325;59.17;39.045;84.54;31.615;14.34;67.48;19.51;114.9;170.65;44.475;179.25;72.857;53.51;162.65;102.5;7.1;15.62;116.9;17.44;78.13;97.04;68.28;41.675;97.33;70.65;46.755;128.1942;64.18;49.17;255.65;153.35;19.625;56.27;23.12
28/04/2015;5173.38;0.163;49.33;119.3;62.9;28.67;7.7579;22.5;58.61;37.27;81.49;31.575;14.225;66.37;19.315;111.85;169.85;43.205;174;72.286;52.13;158.85;100.55;6.985;14.89;114.75;17.075;76.21;95.22;68.03;40.495;94.15;69.17;46.215;126.2675;64.17;49.68;252.8;147.55;19.545;56.22;22.805
29/04/2015;5039.39;0.28;48.51;116;60.58;28.25;7.4237;22.245;57.35;37.07;78.38;30.88;14.01;64.38;18.735;108.05;169.5;42.735;169.2;71.238;51.17;155.75;98.18;6.77;14.495;110.4;16.37;73.95;92.23;65.23;40;91.56;66.88;45.21;124.1529;60.48;48.435;247.95;143.45;18.9;54.77;22.27
30/04/2015;5046.49;0.363;48.99;116.8;62;28.035;7.3795;22.615;56.44;36.93;79.5;30.79;13.905;64.51;18.205;108.75;165.05;43.3;170.45;72;51.64;156.6;99.67;6.045;14.74;111;16.9;74.86;94.1;65.25;40.7;91.2;66.84;44.705;123.683;60.87;48.485;246.5;143.3;18.92;54.82;22.415
01/05/2015;5046.49;0.363;48.99;116.8;62;28.035;7.3795;22.615;56.44;36.93;79.5;30.79;13.905;64.51;18.205;108.75;165.05;43.3;170.45;72;51.64;156.6;99.67;6.045;14.74;111;16.9;74.86;94.1;65.25;40.7;91.2;66.84;44.705;123.683;60.87;48.485;246.5;143.3;18.92;54.82;22.415
04/05/2015;5081.97;0.454;50.06;118.6;61.6;28.5;7.4904;22.735;56.75;36.69;79.99;30.935;13.965;64.97;18.035;110.3;168.45;44.09;173.35;72;51.98;159.5;99.84;5.885;14.9;114;17.005;75.5;93.5;65.15;41.14;92.29;67.38;45.325;126.5495;62.6;48.13;249.1;146.55;19.55;54.6;22.415
05/05/2015;4974.07;0.518;49.22;116.05;59.9;27.8;7.509;22.275;55.04;36.335;78.11;30.4;13.545;63.68;17.775;106.95;165.55;42.815;166.7;71.429;50.77;154.65;99.14;5.8;14.205;110.85;16.89;73.08;92.01;63.98;40.395;90.04;67;44.765;126.0326;64.04;47.675;240.4;142.75;18.18;53.76;22.01
06/05/2015;4981.59;0.587;48.13;116.75;60.28;28.265;7.4221;22.54;56.03;36.8;77.52;30.485;13.62;63.93;17.985;107.3;161.35;41.465;167.75;69.667;50.75;154.25;99.66;5.715;14.43;109.9;16.51;72.3;91.99;63.91;40.405;90.44;67.64;43.75;121.3803;63.81;47.845;234.05;140.3;18.045;53.3;22.085
07/05/2015;4967.22;0.597;48.2;116.3;60.36;27.61;7.2337;23.18;56.35;36.305;78.9;30.365;13.685;62.14;17.945;106.8;161.5;40.45;168.6;69.381;49.835;155.9;100.25;5.955;14.47;109.55;16.855;72.83;92.96;65.09;40.135;89.89;66.91;43.3;120.2995;61;46.765;234.25;143.55;18.21;52.75;22
08/05/2015;5090.39;0.546;48.775;120.6;63.4;28.035;7.2895;23.445;57.41;36.795;80.71;30.76;13.925;63.89;18.525;111.55;163.95;42.135;173.45;71.143;50.73;160.8;102.1;6.2;14.77;111.3;17.19;74.74;94.78;67.25;41.415;91.69;68.49;44.075;122.5081;61.81;48;243.7;146.8;18.535;53.67;22.75
11/05/2015;5027.87;0.597;48.91;118.85;62.09;28.17;7.3663;22.325;56.86;36.855;80.5;30.845;13.905;62.91;18.4;109.75;164.1;41.85;170.15;71.667;50.27;158.35;100.7;6.245;14.49;110.45;17.215;75.03;95.4;66.55;41.25;88.93;68;44.145;121.2864;61.76;47.515;241.05;147.1;18.66;53.1;22.675
12/05/2015;4974.65;0.68;48.275;117.15;60.71;27.96;7.6268;22.165;56.11;36.965;79.77;30.52;13.795;62.17;18.25;107.65;164.95;41.09;168.25;70.905;50.24;155.9;98.91;6.135;14.305;109;16.905;73.49;93.32;65;41.11;88.69;67.61;43.805;119.5947;62.7;46.98;235.35;145.1;18.485;52.67;22.365
13/05/2015;4961.86;0.717;48.16;116.65;60.2;27.86;7.5353;22.47;55.99;37.915;80.33;30.4;14.06;62.01;17.795;106.3;164.95;41.315;166.25;69.809;49.965;154.4;99.29;6.12;14.33;108.25;16.92;73.57;90.89;63.77;41.085;88.19;68.08;44.135;118.7488;63.17;47.03;237.15;146;18.73;52.66;22.25
14/05/2015;5029.31;0.7;48.525;118.35;60.87;28.34;7.9672;22.76;56.9;37.665;81.69;30.755;14.31;62.81;17.875;108.9;167.35;41.845;170.15;69.809;50.58;158.85;101.25;6.12;14.46;109.25;17.235;74.46;91.31;64.25;40.845;89.26;69.32;44.93;119.0307;62.96;47.335;241.9;148.2;19.025;53.72;22.5
15/05/2015;4993.82;0.64;49.23;117.3;60.86;28;8.0448;22.785;56.74;37.655;80.85;30.475;14.225;62.51;17.825;108.85;166.65;42.32;168.4;70.809;50.09;158.75;100.1;6.05;14.21;108.55;17.145;74.86;90.81;63.72;40.665;88.08;68.41;44.65;116.5402;61.07;46.47;243.85;147.8;18.97;53.6;22.35
18/05/2015;5012.31;0.65;49.955;116;61.5;28.235;7.8509;22.825;56.65;37.76;81.06;30.65;13.79;62.76;17.8;108.9;168.4;41.715;169.8;71.238;50.57;160.15;101.5;6.085;14.74;109.45;17.6;74.92;91.81;64.15;41.09;89.23;68.44;44.025;117.3391;62.23;46.67;238.9;150.1;18.915;53.4;22.255
19/05/2015;5117.3;0.611;51.1;118.55;62.81;28.56;7.816;23.66;57.41;38.2;82.34;31.26;13.92;63.58;18.275;110.85;170.3;43.41;174.8;71.714;51.96;165.95;103.05;6.32;14.865;111.5;18.08;76.79;96.51;65.12;42.02;91.35;69.88;44.65;120.0176;60.95;47.305;247.9;155.5;19.22;55.04;22.515
20/05/2015;5133.3;0.629;50.93;118.45;63.34;28.35;7.8626;23.85;56.85;37.92;83.51;31.81;14.115;63.6;18.64;111.35;169.2;42.825;175;71.762;51.88;166;102.45;6.445;14.835;112.4;18.36;77.13;96.84;65.59;42.525;91.57;70.02;45.03;119.7356;60.96;47.4;243.05;155.3;19.34;55.29;22.97
21/05/2015;5146.7;0.636;50.8;118.7;63.94;28.455;7.8393;23.93;56.47;38.005;83.7;31.84;14.065;63.28;18.66;111.45;166.4;41.945;174.9;72;52.03;165.6;103.25;6.66;14.83;112.1;18.24;76.71;98.52;65.94;43.225;92.38;70.41;44.975;120.3465;62.58;47.82;240.8;154.4;19.285;55.46;22.915
22/05/2015;5142.89;0.603;50.63;118.55;63.73;28.275;7.7656;23.935;57.01;37.215;82.36;31.855;14.16;63.61;18.725;113.35;163;41.565;174.8;71.714;51.68;166.4;102.6;6.585;14.6;111.95;18.385;76.06;98.81;66.05;43.315;92.3;70.11;44.75;120.2056;62.1;47.73;239.05;152.75;19.24;55.47;23.175
25/05/2015;5117.17;0.603;50.21;118.35;63.36;28.35;7.816;23.805;56.23;36.625;81.65;31.8;14.005;63.62;18.5;112.7;163.9;41.47;174.2;71.714;51.81;165.9;102.55;6.525;14.47;112.1;18.545;76.48;98.76;65.96;43.06;91.33;69.56;44.535;119.7356;62.13;47.545;238.55;153.25;19.12;55.15;23.06
26/05/2015;5083.54;0.553;50.42;117.15;63.49;28.245;7.8393;23.78;55.57;36.62;81.18;31.55;13.925;63.52;18.42;112.05;162.4;41.215;173.6;70.952;51.38;165;100.75;6.55;14.505;111;18.58;75.39;98.11;66.03;43.13;90.64;69.09;43.29;119.0777;61.31;46.825;237.5;153.85;18.955;55.03;23.385
27/05/2015;5182.53;0.546;50.94;120.15;65.26;29.13;7.9246;24.165;56.47;37.1;81.4;31.965;14.33;64.32;18.875;113.8;162.4;41.65;177.65;72.143;52.93;167.85;102.4;6.785;14.735;112.55;19.475;75.74;98.47;67.21;43.79;93.53;71.28;44.195;121.0984;61.51;47.4;241.85;156.05;19.365;56.33;23.66
28/05/2015;5137.83;0.537;50.99;120.05;64.64;28.95;7.7579;23.745;56.15;36.84;81.59;31.68;13.935;64.17;18.83;113.7;162.4;41.52;176.5;72.286;52.38;166.55;99.89;6.755;14.685;113.25;19.25;75.07;96.55;66.73;43.565;92.27;71.06;43.545;120.4875;60.58;46.925;240.3;149.9;19.17;55.39;23.555
29/05/2015;5007.89;0.487;49.895;117.3;62;28.505;7.5198;22.915;54.93;35.85;79.02;30.905;13.595;62.53;18.375;111.15;159.95;40.45;171.95;70.619;51.24;162.15;97.57;6.645;14.36;112.55;19;72.81;94.53;64.41;42.43;89.15;68.78;42.525;118.4198;60.09;45.975;233.85;145.35;18.915;54.08;23.19
01/06/2015;5025.3;0.529;50.33;117.45;61.82;28.355;7.4702;22.93;54.85;35.525;79.29;30.915;13.51;63.22;18.24;111.35;159.75;40.64;173.6;70.143;51.61;163.2;98.51;6.67;14.55;114.4;18.855;73.02;94.79;64.92;42.315;90.06;68.77;42.205;117.3391;60.14;46;234.85;147.4;19.05;54.79;23.38
